DL,2750,530,10,0.1,0.04,0.09,第一直線ライントレース
DL,600,250,5,1.4,0.6,0.3,第一カーブライントレース
DL,1525,530,10,0.09,0.045,0.09,第二直線ライントレース
DL,600,250,5,1.4,0.6,0.3,第二カーブライントレース
DL,580,300,-10,0.25,0.07,0.07,青まで指定色ライントレース
CL,BLUE,250,-10,0.25,0.07,0.07,青まで指定色ライントレース
