DL,2750,500,10,0.09,0.065,0.08,第一直線ライントレース
DL,600,250,5,1.39,0.56,0.3,第一カーブライントレース
DL,1575,530,10,0.09,0.045,0.08,第二直線ライントレース
DL,600,250,5,1.4,0.62,0.3,第二カーブライントレース
DL,530,300,-10,0.25,0.07,0.07,青まで指定色ライントレース
CL,BLUE,250,-10,0.25,0.07,0.07,青まで指定色ライントレース
